,School_ID,Student_ID,SES,SES.cat,Math.Self.Eff,Grade.Repeated,Gender,Edu.Exp,Immg,Family.support,Feel.Safe,Math.Anxiety,GRADE,Math.Score,Reading.Score,Science.Score
1773,84000046,84003214,0.7444,Mid SES,0.225,0,Female,7,Native,0.523,1.1246,-0.3744,0,590.0333333,640.256,602.252
1774,84000007,84003215,0.4908,Mid SES,-0.6602,0,Male,5,Native,-0.4358,1.1246,0.133,0,510.7936667,545.3881111,585.9826667
1775,84000100,84003216,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,1,326.9865556,330.1587778,324.2914444
1776,84000054,84003217,-0.3152,Mid SES,-1.289,0,Female,4,Native,-0.143,-0.756,-0.2885,0,488.446,526.7991111,535.4723333
1777,84000146,84003218,0.1524,Mid SES,NA,1,Female,NA,Native,NA,NA,0.4252,0,310.9531111,291.263,294.9042222
1778,84000131,84003222,0.7053,Mid SES,2.195,0,Male,8,2nd Gen,-0.4832,1.1246,-2.382,1,709.9681111,693.5647778,712.9414444
1779,84000147,84003226,1.7094,High SES,-0.9892,0,Male,7,Native,-0.5515,1.1246,0.6647,0,452.5673333,485.0002222,491.8783333
1780,84000124,84003228,0.7681,Mid SES,-0.0937,0,Female,8,Native,-0.9635,1.1246,-1.6297,0,565.279,624.6453333,629.8575556
1781,84000065,84003229,0.6558,Mid SES,1.4857,0,Male,9,Native,-0.4821,1.1246,-0.5191,0,673.1967778,714.573,782.1555556
1782,84000074,84003230,0.0828,Mid SES,-0.7582,0,Female,8,2nd Gen,0.1744,-0.756,-0.5191,0,480.8751111,483.1628889,467.5097778
1783,84000159,84003231,-0.5703,Low SES,-1.2664,0,Female,4,Native,-1.0735,-0.756,0.6647,0,364.137,402.4184444,390.6628889
1784,84000088,84003232,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,-1,505.251,497.5737778,514.5687778
1785,84000022,84003237,-0.2666,Mid SES,NA,1,Female,NA,NA,NA,NA,2.6109,0,270.6183333,246.074,233.9936667
1786,84000118,84003243,0.3531,Mid SES,-0.5318,0,Female,8,Native,-0.4441,-0.756,0.905,0,437.064,465.6796667,426.9783333
1787,84000103,84003246,0.6941,Mid SES,0.008,0,Female,8,Native,-0.1028,-0.756,-0.5006,0,503.4624444,541.8108889,547.6168889
1788,84000012,84003247,0.5492,Mid SES,0.8336,0,Female,9,Native,-0.151,-0.756,-0.4577,0,490.4064444,507.5194444,533.7471111
1789,84000149,84003249,-2.7571,Low SES,-0.9888,0,Female,8,2nd Gen,-1.4248,-1.1042,2.5078,0,418.6973333,535.5691111,483.1111111
1790,84000144,84003250,0.956,High SES,-0.33,0,Female,8,Native,0.7868,1.1246,0.6387,0,468.7826667,581.3376667,540.8586667
1791,84000146,84003251,0.7835,High SES,-3.4121,0,NA,5,Native,-1.1926,-1.5644,-0.4577,1,509.2133333,526.5592222,563.2413333
1792,84000023,84003252,1.2633,High SES,0.4929,0,Male,8,Native,0.5989,1.1246,-1.2788,0,559.0212222,589.4381111,580.9011111
1793,84000161,84003253,-1.4714,Low SES,-0.5522,0,Female,7,NA,1.6908,-0.756,0.7889,1,400.4215556,432.3033333,450.733
1794,84000018,84003254,0.5017,Mid SES,-0.1297,0,Female,5,Native,0.9936,1.1246,-0.5191,0,391.5286667,431.3013333,416.3793333
1795,84000074,84003256,-0.9027,Low SES,NA,0,Male,NA,2nd Gen,NA,NA,NA,0,331.1905556,315.2238889,305.1897778
1796,84000117,84003258,1.5802,High SES,0.6614,0,Female,8,2nd Gen,1.7876,1.1246,-0.638,0,504.8217778,579.864,541.6657778
1797,84000002,84003259,-0.1771,Mid SES,-0.0971,0,Female,8,Native,1.6663,-0.756,-0.3744,1,476.7855556,510.3276667,518.3421111
1798,84000049,84003262,-0.2006,Mid SES,-0.6762,0,Male,8,Native,1.5504,-0.756,-0.2758,0,415.5276667,456.0801111,447.8595556
1799,84000082,84003266,0.7973,High SES,-0.5059,0,Male,8,Native,-0.508,-0.756,0.1932,0,492.177,490.0998889,511.4084444
1800,84000118,84003267,0.7758,Mid SES,-0.3451,0,Female,7,Native,0.8149,-1.3019,0.1748,1,554.2134444,675.1431111,630.6074444
1801,84000014,84003268,0.212,Mid SES,-0.7412,0,Female,7,Native,1.5624,0.0877,0.6387,1,345.9736667,374.3445556,432.6091111
1802,84000127,84003269,0.6822,Mid SES,-0.6498,0,Female,8,Native,0.1917,-0.756,0.544,0,401.7578889,381.1362222,436.8244444
1803,84000124,84003271,0.8755,High SES,2.2345,1,Female,4,Native,0.9278,-0.756,-2.3755,0,565.3823333,609.2233333,570.2071111
1804,84000122,84003272,0.2182,Mid SES,-0.1876,0,Female,8,Native,0.4286,-0.756,-0.7358,0,442.6625556,479.5543333,515.757
1805,84000142,84003273,0.0211,Mid SES,0.5722,0,Male,5,Native,0.0821,-0.756,-0.9158,0,544.6424444,576.1726667,622.6111111
1806,84000004,84003274,0.6417,Mid SES,-0.2856,0,Male,9,1st Gen,NA,-0.756,0.6647,0,573.6141111,651.1552222,627.6633333
1807,84000052,84003275,0.8341,High SES,-0.4155,0,Female,8,Native,1.8843,-0.756,0.3729,0,369.5653333,457.1753333,420.1718889
1808,84000025,84003276,0.32,Mid SES,NA,0,Female,NA,Native,NA,NA,0.4067,0,440.6461111,476.8914444,480.033
1809,84000005,84003279,0.6221,Mid SES,NA,0,Male,NA,Native,NA,NA,0.6387,0,388.303,391.1607778,386.9057778
1810,84000010,84003280,0.5581,Mid SES,-0.2495,0,Male,7,Native,0.5304,-1.2684,0.429,0,461.5247778,489.8512222,492.6483333
1811,84000128,84003282,-1.0488,Low SES,0.1296,0,Male,4,Native,-0.4631,1.1246,-0.9158,0,589.0804444,638.2437778,617.7825556
1812,84000142,84003284,-0.0636,Mid SES,-0.4624,0,Female,8,Native,0.2808,-0.756,0.1932,0,417.6424444,508.8445556,512.856
1813,84000108,84003287,0.069,Mid SES,-0.2336,0,Male,7,Native,0.1188,-0.756,-0.2758,0,505.5588889,571.9603333,577.4975556
1814,84000103,84003289,-0.6861,Low SES,-0.4436,0,Female,7,Native,1.81,0.4417,0.3025,0,487.9664444,504.2197778,531.2343333
1815,84000090,84003290,0.3166,Mid SES,-0.4957,0,Female,9,Native,-0.0983,1.1246,-2.3558,0,424.4324444,406.2487778,436.1795556
1816,84000129,84003291,-0.1849,Mid SES,2.103,0,Male,NA,2nd Gen,1.7888,1.1246,-2.3945,0,561.9144444,530.186,605.6994444
1817,84000100,84003293,0.9033,High SES,0.0223,1,Male,9,Native,1.6496,-0.756,-0.2885,0,368.2675556,448.0511111,441.5416667
1818,84000156,84003295,-0.3124,Mid SES,-3.4254,1,Male,9,Native,1.8093,1.1246,2.5078,-1,310.038,301.0334444,321.0927778
1819,84000065,84003297,-1.2065,Low SES,2.1045,0,Male,8,2nd Gen,-0.3145,1.1246,1.0161,0,583.7608889,607.7633333,613.2594444
1820,84000003,84003299,0.2957,Mid SES,1.4432,0,Female,8,Native,1.0851,-0.756,-0.5006,0,384.5781111,428.153,413.5076667
1821,84000103,84003305,0.2912,Mid SES,-1.0179,0,Female,5,Native,-0.15,0.4417,0.8918,1,511.4301111,558.7217778,559.7772222
1822,84000030,84003306,0.7056,Mid SES,0.4622,0,Female,8,Native,-0.5853,-2.7886,0.051,0,555.0615556,636.063,629.8731111
1823,84000064,84003307,0.7475,Mid SES,-0.2793,0,Female,8,Native,-0.2267,-0.756,-0.4577,0,543.6928889,670.9245556,569.6533333
1824,84000059,84003310,0.1529,Mid SES,0.4149,0,Male,7,Native,0.3103,-0.756,0.5653,0,548.1161111,566.8114444,561.7814444
1825,84000106,84003311,0.796,High SES,NA,0,Male,NA,Native,NA,NA,0.8757,0,476.3601111,475.5186667,497.1412222
1826,84000150,84003312,-0.7461,Low SES,-0.7925,0,Male,NA,Native,-2.6621,-1.7615,-0.0394,0,350.9233333,297.3977778,344.1653333
1827,84000056,84003314,-0.7296,Low SES,-1.2575,0,Male,4,NA,-0.6082,-0.756,-0.4577,-1,376.9222222,361.4581111,391.2228889
1828,84000033,84003316,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,0,466.6715556,493.8112222,477.2148889
1829,84000021,84003317,0.1301,Mid SES,NA,0,Female,NA,Native,NA,NA,-0.7358,1,420.096,424.9087778,400.9903333
1830,84000105,84003318,-0.1864,Mid SES,-0.6887,0,Female,2,Native,-0.6223,-0.756,0.5653,0,545.9361111,574.5803333,552.7983333
1831,84000035,84003320,0.387,Mid SES,2.3362,0,Male,8,Native,-0.5743,1.1246,-0.2704,0,673.7977778,649.5327778,644.4874444
1832,84000162,84003321,1.2318,High SES,-0.0937,0,Female,8,Native,0.5178,0.1368,0.8757,1,469.5952222,450.3513333,489.4794444
1833,84000109,84003322,0.7249,Mid SES,-0.0632,0,Female,4,Native,1.6545,-0.756,-0.508,1,517.5684444,500.7812222,476.3244444
1834,84000015,84003323,-1.043,Low SES,-0.5945,0,Male,9,Native,-0.6629,-0.756,0.544,0,471.601,365.8468889,438.0567778
1835,84000112,84003324,-0.1332,Mid SES,0.2706,0,Male,7,Native,0.1827,1.1246,0.4067,1,599.6025556,653.8677778,610.3365556
1836,84000128,84003325,0.417,Mid SES,NA,0,Female,4,Native,0.0399,-0.756,0.5653,1,401.3244444,490.0524444,433.2057778
1837,84000092,84003328,-0.021,Mid SES,-0.2305,0,Female,8,2nd Gen,-1.0311,0.4417,0.7889,1,534.4294444,663.2738889,587.8434444
1838,84000119,84003330,-1.4902,Low SES,-0.8487,0,Male,8,1st Gen,-0.7333,-1.306,0.4252,-1,384.0838889,433.9374444,401.942
1839,84000071,84003331,-2.6098,Low SES,-0.1668,0,Female,4,2nd Gen,-0.5066,-0.756,0.6387,0,410.8794444,433.8575556,393.8562222
1840,84000029,84003332,-0.2565,Mid SES,NA,0,Female,NA,Native,NA,NA,-0.0423,0,348.8468889,391.9178889,376.202
1841,84000039,84003334,0.4885,Mid SES,0.6214,0,Female,8,Native,0.2071,1.1246,-0.4577,0,455.1081111,572.3853333,568.7117778
1842,84000079,84003336,-2.1362,Low SES,0.0228,0,Female,8,2nd Gen,-0.5695,-1.306,0.4067,1,383.2583333,278.1676667,365.8075556
1843,84000041,84003340,-1.2548,Low SES,-0.0813,0,Male,4,2nd Gen,-0.4063,-0.756,-0.3794,1,413.5307778,493.5175556,461.1331111
1844,84000034,84003341,0.4221,Mid SES,0.3369,1,Male,6,Native,-0.982,0.1368,0.1932,0,323.7951111,268.4141111,289.3826667
1845,84000078,84003342,0.1184,Mid SES,NA,1,Female,NA,NA,NA,NA,0.3729,0,323.4303333,326.7854444,349.7786667
1846,84000085,84003343,0.1789,Mid SES,0.025,0,Male,7,Native,0.7201,-0.756,2.5026,0,425.4537778,397.4041111,453.0688889
1847,84000101,84003347,-0.9999,Low SES,-0.5561,0,Female,4,Native,1.8618,-0.756,1.4533,0,415.0357778,425.2017778,403.6191111
1848,84000037,84003349,0.9096,High SES,0.7319,0,Female,8,2nd Gen,1.6344,-0.756,0.1931,1,581.7408889,678.8664444,629.1033333
1849,84000084,84003350,-0.8537,Low SES,NA,0,Male,NA,Native,NA,NA,0.3378,-1,314.0382222,294.28,305.7817778
1850,84000128,84003353,0.5997,Mid SES,-0.0695,0,Male,8,Native,0.4467,1.1246,-0.9755,0,589.3133333,593.8244444,642.8375556
1851,84000160,84003354,0.4903,Mid SES,2.1987,0,Male,8,Native,-0.7395,1.1246,0.1748,0,505.3944444,507.3056667,524.9075556
1852,84000031,84003358,-2.2887,Low SES,-3.4128,0,Male,9,1st Gen,-0.0915,-0.756,0.7774,-1,323.0374444,373.0044444,343.7721111
1853,84000113,84003359,1.1694,High SES,0.0465,0,Male,7,Native,-0.0011,0.4417,-0.508,0,466.5578889,485.8253333,526.049
1854,84000098,84003360,-2.9671,Low SES,-1.251,0,Male,5,2nd Gen,-8.00E-04,-0.756,-0.3744,0,456.5275556,512.4147778,509.7888889
1855,84000119,84003361,-0.0639,Mid SES,-0.2675,1,Female,4,Native,-0.0908,-0.756,-0.1172,-1,530.8853333,623.2735556,565.3223333
1856,84000061,84003366,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,0,457.741,442.387,454.8447778
1857,84000157,84003368,0.4722,Mid SES,-0.3934,0,Female,4,Native,-0.0564,-0.756,0.4252,0,581.9393333,616.5015556,591.9777778
1858,84000048,84003370,0.6131,Mid SES,-1.4643,0,Female,8,Native,-0.4223,-0.756,1.1287,0,477.0396667,498.6004444,520.1413333
1859,84000092,84003371,0.0358,Mid SES,-0.1876,0,Male,9,Native,1.4575,-0.756,-0.2885,0,494.6425556,464.9403333,512.1507778
1860,84000153,84003372,1.086,High SES,-0.5826,1,Male,4,Native,-0.3505,1.1246,-0.508,-1,502.7823333,608.3628889,545.1405556
1861,84000087,84003373,-1.0783,Low SES,-0.6492,0,Female,5,Native,-0.6753,-0.756,1.1287,0,456.646,514.2816667,534.6076667
1862,84000034,84003374,-1.0611,Low SES,-0.5318,0,Male,9,Native,-0.9837,-0.756,-0.4577,0,444.3722222,513.8243333,450.9973333
1863,84000038,84003377,0.1256,Mid SES,-1.1637,0,Male,7,NA,-0.026,-1.4563,0.4067,0,342.6443333,488.2245556,422.6368889
1864,84000145,84003380,-0.6044,Low SES,-0.7832,0,Male,7,Native,-0.2798,0.1368,2.6149,0,374.5581111,475.3384444,502.5474444
1865,84000018,84003383,0.8235,High SES,-1.18,0,Female,7,Native,0.3277,1.1246,0.7774,0,459.9466667,546.2545556,494.9006667
1866,84000078,84003384,-1.9263,Low SES,-0.3049,0,Male,4,Native,1.685,-0.756,-0.3794,0,397.9522222,439.8011111,380.3476667
1867,84000054,84003387,-0.8222,Low SES,-0.4312,0,Female,9,Native,-1.7145,-0.756,0.6387,0,358.0962222,391.5265556,370.1007778
1868,84000133,84003389,-0.5323,Low SES,0.391,0,Male,7,2nd Gen,0.2932,-1.15,-2.3558,1,411.8318889,389.205,392.7805556
1869,84000119,84003390,-1.6588,Low SES,-0.0961,0,Male,8,2nd Gen,1.5523,-0.756,0.133,0,385.7738889,394.6822222,398.9971111
1870,84000036,84003391,-0.1238,Mid SES,0.8031,0,Female,9,Native,-0.2514,0.4417,-1.0075,0,486.3227778,462.8461111,434.9535556
1871,84000091,84003393,-1.154,Low SES,NA,0,Male,NA,Native,NA,NA,-2.3558,0,404.3495556,413.6774444,402.6578889
1872,84000064,84003395,0.8124,High SES,NA,0,Male,NA,Native,NA,NA,2.5429,0,457.7794444,462.7763333,483.2475556
1873,84000100,84003396,-0.2679,Mid SES,-0.0189,0,Male,9,Native,1.5941,1.1246,-0.5191,0,342.5105556,393.8547778,391.4088889
1874,84000120,84003397,0.6656,Mid SES,-0.851,0,Male,4,2nd Gen,0.0991,1.1246,-0.508,0,543.1358889,570.141,555.1427778
1875,84000117,84003399,1.183,High SES,-0.1762,0,Male,8,Native,0.4014,0.1368,-0.755,0,442.0343333,442.1793333,492.4228889
1876,84000071,84003400,1.4333,High SES,1.9633,1,Male,9,NA,1.8628,-0.9117,-2.3558,-1,392.9817778,396.9423333,332.399
1877,84000094,84003401,-1.1566,Low SES,-0.1794,0,Female,8,Native,-0.6127,-0.756,-0.508,0,554.5455556,653.4731111,589.803
1878,84000110,84003403,-1.4192,Low SES,-0.7994,0,Female,9,NA,-0.6984,1.1246,0.1932,0,294.2255556,362.3081111,271.2615556
1879,84000041,84003404,0.8842,High SES,0.0835,0,Male,7,Native,0.2488,0.6942,-0.8811,1,550.0303333,639.9653333,587.8777778
1880,84000123,84003405,-0.4244,Mid SES,-0.9328,0,Male,8,1st Gen,0.2618,-0.756,0.7889,0,515.8907778,530.6662222,601.3103333
1881,84000033,84003406,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,0,479.391,502.2476667,479.0655556
1882,84000061,84003407,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,1,489.2207778,507.6067778,489.3236667
1883,84000109,84003408,0.6975,Mid SES,-0.4352,0,Female,8,Native,0.3267,-1.306,-0.3744,0,555.3978889,567.8232222,600.1091111
1884,84000139,84003409,-1.2796,Low SES,-0.1487,0,Male,7,Native,1.7692,-0.756,-0.5006,1,490.7101111,535.2743333,590.6816667
1885,84000094,84003411,-1.5238,Low SES,-0.9082,1,Female,4,Native,-1.3464,-0.756,2.5026,0,365.0228889,396.568,448.565
1886,84000101,84003414,0.6637,Mid SES,0.6188,0,Male,7,Native,0.3261,0.4417,-0.9877,0,612.8283333,639.6684444,644.0692222
1887,84000050,84003416,-0.5763,Low SES,-0.2421,0,Male,8,Native,-0.4276,1.1246,-2.382,0,400.5195556,380.577,381.6253333
1888,84000027,84003417,-0.313,Mid SES,-0.8854,0,Female,4,Native,1.5796,-0.756,0.7774,1,428.2807778,569.7112222,458.922
1889,84000081,84003419,1.227,High SES,-1.2811,0,Female,9,2nd Gen,0.7252,-0.9117,2.5429,1,410.0363333,506.7594444,457.7777778
1890,84000157,84003420,-0.8305,Low SES,-0.4542,0,Female,9,2nd Gen,-0.5622,-0.756,-0.5191,0,480.5621111,570.4733333,531.0998889
1891,84000099,84003421,-0.1993,Mid SES,-0.9819,0,Female,9,Native,0.7582,-1.6646,-2.3945,0,409.7886667,469.0385556,439.057
1892,84000125,84003424,-0.0105,Mid SES,-0.051,0,Female,7,Native,0.3759,1.1246,-0.7358,0,421.3804444,502.6728889,504.9198889
1893,84000005,84003425,1.3809,High SES,-0.7901,0,Female,8,Native,0.2499,0.4938,-0.0423,0,503.1964444,601.3185556,562.7065556
1894,84000066,84003428,-0.7918,Low SES,-3.2258,1,Female,5,Native,1.8592,-1.7615,-2.249,0,265.5405556,332.6054444,273.8332222
1895,84000041,84003429,0.2485,Mid SES,-0.4035,0,Male,7,2nd Gen,1.5945,-0.756,1.5409,1,537.3655556,588.5016667,624.6308889
1896,84000088,84003431,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,0,523.601,628.8125556,570.454
1897,84000155,84003432,-0.7289,Low SES,-0.0208,0,Male,8,NA,-0.192,0.0936,0.6647,1,316.7971111,328.852,332.8067778
1898,84000072,84003433,-0.2536,Mid SES,-0.1866,0,Female,8,Native,1.7965,-0.756,-0.1371,0,403.7948889,496.1332222,444.6246667
1899,84000093,84003434,-0.2391,Mid SES,-1.1407,0,Male,9,Native,-0.6402,0.0877,-0.3744,0,293.8832222,352.4901111,353.5125556
1900,84000010,84003437,-2.3371,Low SES,-1.1775,0,Female,8,2nd Gen,0.8792,1.1246,-0.3794,1,383.3328889,468.729,395.9834444
1901,84000041,84003438,-0.3,Mid SES,-0.7124,0,Female,4,2nd Gen,0.3205,-1.1042,0.4067,1,453.8325556,518.8778889,493.8853333
1902,84000140,84003439,1.2294,High SES,-0.0937,0,Female,4,2nd Gen,1.7506,0.0936,0.8918,0,528.32,508.3485556,566.3842222
1903,84000044,84003441,1.5835,High SES,2.1451,0,Male,4,Native,0.8488,1.1246,2.635,0,565.9047778,532.9845556,553.8058889
1904,84000127,84003445,-0.1663,Mid SES,-1.2811,0,Female,8,Native,-0.4337,-0.756,-2.3945,0,467.8067778,482.0433333,482.1806667
1905,84000120,84003447,-0.3728,Mid SES,-3.3647,0,Female,2,Native,0.3894,-0.756,1.4193,0,341.159,340.4144444,394.2215556
1906,84000159,84003449,0.8594,High SES,-0.0127,0,Male,6,Native,-0.5615,0.1368,0.051,0,646.7747778,628.7691111,697.0896667
1907,84000113,84003451,-0.2552,Mid SES,-2.6784,0,Female,5,Native,1.779,0.0877,2.5026,0,359.1255556,444.112,403.3724444
1908,84000022,84003452,1.0633,High SES,-0.4542,0,Female,9,Native,0.1811,-0.756,1.1287,0,504.1193333,566.429,522.7482222
1909,84000138,84003453,0.8613,High SES,-0.2086,0,Female,8,1st Gen,-0.2197,-1.1042,-0.9979,0,506.0973333,559.3293333,544.9647778
1910,84000138,84003456,1.3497,High SES,-0.3715,0,Female,8,Native,-0.3308,1.1246,0.544,0,581.2665556,669.1628889,625.9892222
1911,84000048,84003457,0.7612,Mid SES,-0.8623,0,Male,7,Native,-0.541,-0.756,0.7889,0,538.8552222,545.9502222,569.4365556
1912,84000146,84003459,2.3889,High SES,2.2532,0,Male,4,Native,0.9666,0.6942,0.429,0,510.5667778,586.5218889,548.0327778
1913,84000124,84003460,-0.3024,Mid SES,NA,0,Male,NA,Native,NA,NA,0.6387,1,523.0316667,518.891,525.2315556
1914,84000160,84003462,-3.0242,Low SES,-0.4632,0,Male,5,2nd Gen,-1.2842,1.1246,-1.1715,1,503.8574444,544.6367778,543.432
1915,84000068,84003464,0.7841,High SES,0.6344,0,Male,7,Native,0.1434,1.1246,0.429,0,546.9236667,560.9557778,526.4717778
1916,84000098,84003467,-1.4296,Low SES,-0.3027,0,Female,7,NA,1.7399,-0.756,0.6566,1,344.7155556,401.2485556,377.4752222
1917,84000113,84003468,0.4343,Mid SES,-0.4597,0,Male,5,Native,-0.2307,0.4417,-0.2885,0,571.9182222,616.2675556,622.8902222
1918,84000069,84003471,-1.1966,Low SES,-0.1099,1,Female,4,Native,-0.6576,-0.756,1.8003,0,471.4696667,470.7104444,509.7376667
1919,84000088,84003475,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,0,453.565,453.7741111,435.1374444
1920,84000157,84003476,-1.0319,Low SES,-0.3689,0,Female,7,Native,-0.3417,-0.756,-0.3794,1,450.5968889,578.9726667,540.02
1921,84000030,84003478,1.2708,High SES,1.0651,0,Male,8,Native,-0.6366,1.1246,-1.2788,0,702.3542222,706.6383333,718.2601111
1922,84000091,84003480,0.2161,Mid SES,NA,0,Male,NA,Native,NA,NA,-0.6243,0,483.9116667,541.8627778,507.6232222
1923,84000103,84003484,-0.6107,Low SES,0.092,0,Female,9,Native,0.2605,0.4417,-0.5006,0,411.0617778,460.4196667,464.1964444
1924,84000008,84003485,-0.7995,Low SES,-0.1924,0,Male,5,2nd Gen,-0.2938,-0.756,-0.508,0,429.5825556,457.8295556,458.3291111
1925,84000154,84003486,-2.9268,Low SES,-2.0707,0,Male,6,2nd Gen,-1.3996,-1.0927,-1.2788,0,410.7165556,424.1691111,428.8224444
1926,84000155,84003488,-1.7728,Low SES,-1.0121,0,Male,4,Native,-1.014,-0.756,0.6566,0,356.424,322.4394444,347.8795556
1927,84000153,84003489,0.0414,Mid SES,-0.6272,0,Male,8,Native,0.7483,-0.756,-0.2045,0,314.732,276.8328889,348.8868889
1928,84000132,84003491,0.681,Mid SES,0.4177,0,Female,9,2nd Gen,0.649,1.1246,-2.3558,1,420.4992222,496.0635556,518.8137778
1929,84000081,84003492,0.7208,Mid SES,0.4177,0,Female,7,Native,0.11,1.1246,-1.2788,0,649.2062222,694.4496667,685.6367778
1930,84000124,84003493,0.0465,Mid SES,0.2168,1,Male,2,Native,0.0512,1.1246,-0.9755,0,552.5085556,530.1847778,572.3931111
1931,84000091,84003494,0.6599,Mid SES,-0.4303,1,Male,8,Native,-0.583,-1.4526,-0.508,-1,464.3827778,490.5712222,451.8432222
1932,84000013,84003495,0.0102,Mid SES,NA,0,Male,NA,Native,NA,NA,-2.382,0,524.6016667,575.2457778,573.8261111
1933,84000131,84003496,1.2272,High SES,0.5595,0,Male,7,2nd Gen,0.3779,1.1246,-2.3755,0,671.8488889,711.3128889,692.4481111
1934,84000014,84003497,0.2146,Mid SES,-1.2599,0,Female,8,Native,1.7459,-0.756,0.7774,1,409.7414444,408.2693333,482.9857778
1935,84000081,84003498,1.1948,High SES,-0.3156,0,Female,8,Native,-0.3068,-0.756,0.4252,1,650.9611111,695.7194444,673.747
1936,84000127,84003499,-0.7201,Low SES,-0.5431,1,Female,4,2nd Gen,-1.6093,-0.756,-0.3794,-1,381.5336667,446.9457778,394.752
1937,84000150,84003500,0.965,High SES,-0.2706,0,Female,7,Native,-0.1664,-1.3019,-0.1172,0,450.0268889,513.9803333,501.8637778
1938,84000053,84003503,1.2181,High SES,-0.6397,0,Female,8,Native,0.5325,-0.756,0.4252,1,469.3218889,594.7655556,573.3827778
1939,84000043,84003504,-0.7479,Low SES,NA,0,Male,NA,Native,NA,NA,0.8918,0,327.032,393.9646667,382.0324444
1940,84000073,84003506,-0.81,Low SES,-0.0961,0,Male,4,NA,1.6083,-1.1042,-2.382,0,476.2246667,506.7067778,492.7948889
1941,84000049,84003507,0.6317,Mid SES,-0.1932,0,Female,7,Native,1.4835,-0.756,1.1606,1,432.4873333,478.2753333,442.8404444
1942,84000156,84003510,0.3438,Mid SES,-0.2306,0,Female,5,Native,-0.3292,0.4417,0.1932,0,395.1221111,453.1416667,457.1455556
1943,84000149,84003511,-0.9663,Low SES,-0.8582,0,Female,9,2nd Gen,-0.1535,0.4417,0.8251,1,393.0336667,457.3857778,416.5733333
1944,84000146,84003512,-0.4804,Mid SES,NA,0,Male,NA,2nd Gen,NA,NA,-0.2045,0,369.0766667,291.5421111,339.9323333
1945,84000053,84003515,0.1544,Mid SES,NA,0,Female,NA,Native,NA,-0.756,NA,0,411.6658889,444.7821111,457.0817778
1946,84000106,84003517,-1.3926,Low SES,-0.3479,0,Male,4,Native,-0.0955,1.1246,-2.3558,0,453.1874444,424.1148889,453.6204444
1947,84000031,84003518,-2.674,Low SES,NA,1,Male,NA,NA,NA,NA,-0.1341,-1,335.0901111,295.6387778,318.782
1948,84000160,84003521,0.6472,Mid SES,2.2847,0,Male,9,Native,1.4835,1.1246,1.1287,0,518.7932222,511.9821111,554.3245556
1949,84000101,84003522,-0.7467,Low SES,-0.5059,0,Female,4,Native,-0.3011,0.4417,1.5426,0,505.3556667,519.9053333,565.8831111
1950,84000055,84003524,0.8977,High SES,1.1989,0,Female,8,Native,0.6765,1.1246,-0.7107,0,590.143,655.6738889,636.8498889
1951,84000090,84003528,0.3991,Mid SES,-1.8092,0,Male,7,Native,0.9712,-0.756,-0.3794,0,498.6986667,585.2017778,567.3854444
1952,84000039,84003529,-1.501,Low SES,-0.2808,0,Male,5,Native,1.7682,1.1246,0.6647,0,376.0682222,351.3075556,465.0717778
1953,84000090,84003530,0.7859,High SES,-0.3245,0,Male,5,Native,0.1434,0.4417,0.1931,1,459.664,525.7092222,535.7345556
1954,84000037,84003532,-0.4817,Mid SES,-0.8847,0,Male,5,2nd Gen,-0.3031,-0.756,-0.1172,1,428.2121111,495.953,518.5183333
1955,84000027,84003534,-1.0597,Low SES,0.8568,0,Male,6,Native,0.3461,1.1246,-1.5486,1,539.7056667,629.5266667,557.1357778
1956,84000019,84003535,-1.608,Low SES,-0.9876,0,Female,9,Native,0.9005,-0.756,-0.2045,0,434.3994444,445.3545556,426.9837778
1957,84000100,84003536,0.2725,Mid SES,-0.1998,0,Male,NA,Native,0.9301,-1.2699,0.4252,0,296.107,258.1068889,333.8687778
1958,84000109,84003537,0.7247,Mid SES,0.1905,0,Female,7,Native,-0.7427,-1.3019,1.1606,0,545.1652222,665.1605556,644.6744444
1959,84000113,84003539,0.9087,High SES,0.3369,0,Male,9,Native,-0.1396,1.1246,-0.4577,0,587.9226667,586.9387778,625.5934444
1960,84000134,84003540,1.0481,High SES,0.5661,0,Male,NA,Native,0.0242,-0.756,-2.3755,0,548.671,543.4162222,601.5955556
1961,84000106,84003541,0.8126,High SES,-1.1496,0,Female,7,Native,-0.1193,-0.756,-0.2704,0,534.7505556,651.486,580.2902222
1962,84000103,84003543,-0.4567,Mid SES,-0.5945,1,Female,7,Native,-0.7934,-1.1042,0.6647,-1,393.2103333,356.8035556,451.4682222
1963,84000092,84003544,1.1277,High SES,-0.8469,0,Female,9,Native,-0.6202,1.1246,-0.2045,0,578.7025556,649.3,568.0754444
1964,84000008,84003547,-2.1341,Low SES,NA,1,Male,NA,2nd Gen,NA,NA,0.1031,-1,349.3116667,351.5798889,354.1664444
